maintenance_id,machine_id,timestamp,maintenance_type,duration_min
WO003683,M25B,2026-01-12 05:59:00,corrective,59.4
WO003684,M08A,2026-07-21 00:50:00,PM,18.6
WO003685,M16A,2026-10-04 17:45:00,PM,15.3
WO003686,M12A,2026-04-03 06:11:00,inspection,99.0
WO003687,M06A,2026-07-07 06:16:00,PM,62.3
WO003688,M19A,2026-10-17 18:11:00,corrective,50.6
WO003689,M19A,2026-02-05 23:02:00,corrective,109.5
WO003690,M21A,2026-01-11 02:03:00,corrective,59.5
WO003691,M20A,2026-07-12 10:23:00,corrective,79.3
WO003692,M19A,2026-06-07 13:37:00,corrective,31.3
WO003693,M05B,2026-06-07 16:32:00,PM,70.7
WO003694,M20B,2026-03-16 01:21:00,PM,12.6
WO003695,M12A,2026-05-18 01:15:00,corrective,12.9
WO003696,M08A,2026-08-27 19:40:00,calibration,94.7
WO003697,M01B,2026-05-13 17:12:00,PM,33.7
WO003698,M21B,2026-04-09 23:21:00,calibration,203.9
WO003699,M04B,2026-04-16 21:28:00,corrective,62.2
WO003700,M03A,2026-08-08 04:28:00,PM,171.4
WO003701,M10B,2026-05-22 00:03:00,corrective,6.9
WO003702,M04A,2026-10-22 17:06:00,PM,53.4
WO003703,M06B,2026-02-22 03:58:00,corrective,76.1
WO003704,M20A,2026-08-03 12:02:00,inspection,59.0
WO003705,M14B,2026-01-25 23:22:00,corrective,11.5
WO003706,M02B,2026-10-22 15:45:00,inspection,50.7
WO003707,M11A,2026-05-27 07:27:00,inspection,53.2
WO003708,M23B,2026-01-01 18:20:00,inspection,66.4
WO003709,M20A,2026-05-18 11:00:00,PM,68.4
WO003710,M23A,2026-07-26 07:06:00,inspection,40.7
WO003711,M04A,2026-04-28 21:02:00,corrective,44.2
WO003712,M07B,2026-04-29 22:03:00,PM,113.8
WO003713,M03A,2026-07-31 20:55:00,PM,74.7
WO003714,M19A,2026-01-07 07:06:00,inspection,76.3
WO003715,M01A,2026-04-27 12:48:00,PM,38.8
WO003716,M25A,2026-05-31 23:02:00,calibration,20.3
WO003717,M25B,2026-04-21 23:06:00,PM,61.0
WO003718,M03B,2026-05-22 18:50:00,corrective,21.3
WO003719,M21B,2026-02-06 00:08:00,PM,11.7
WO003720,M25A,2026-07-17 10:26:00,corrective,220.2
WO003721,M21A,2026-05-18 14:19:00,corrective,133.1
WO003722,M01B,2026-03-09 11:07:00,corrective,5.0
WO003723,M17A,2026-08-30 06:13:00,corrective,79.7
WO003724,M27A,2026-03-27 02:30:00,calibration,36.6
WO003725,M20A,2026-07-15 18:25:00,corrective,89.0
WO003726,M13B,2026-04-10 22:00:00,inspection,101.5
WO003727,M09B,2026-04-06 07:32:00,PM,55.8
WO003728,M09A,2026-04-20 06:14:00,inspection,14.5
WO003729,M03B,2026-10-05 23:31:00,PM,24.4
WO003730,M23A,2026-01-15 22:19:00,PM,61.7
WO003731,M05A,2026-04-08 05:31:00,PM,102.9
WO003732,M18B,2026-09-29 01:14:00,calibration,15.4
WO003733,M13A,2026-06-21 13:02:00,PM,119.9
WO003734,M23B,2026-10-04 10:29:00,corrective,11.2
WO003735,M27A,2026-10-20 00:50:00,corrective,104.7
WO003736,M07B,2026-04-28 18:54:00,PM,92.8
WO003737,M22B,2026-03-07 11:38:00,corrective,27.6
WO003738,M01A,2026-05-13 03:10:00,PM,24.5
WO003739,M28A,2026-06-26 21:56:00,PM,44.1
WO003740,M01A,2026-05-12 15:25:00,PM,51.1
WO003741,M01B,2026-10-26 20:41:00,corrective,100.0
WO003742,M22A,2026-01-21 19:44:00,PM,36.3
WO003743,M20A,2026-09-10 08:02:00,corrective,70.9
WO003744,M02A,2026-08-06 08:37:00,corrective,85.3
WO003745,M25A,2026-05-27 07:00:00,corrective,100.5
WO003746,M26A,2026-02-11 04:13:00,PM,88.9
WO003747,M11A,2026-04-28 15:12:00,calibration,58.0
WO003748,M10B,2026-01-03 13:39:00,PM,71.0
WO003749,M11B,2026-04-26 19:08:00,corrective,76.9
WO003750,M26A,2026-07-25 19:41:00,corrective,23.0
WO003751,M24A,2026-10-22 08:23:00,inspection,24.3
WO003752,M11B,2026-06-24 16:16:00,corrective,88.4
WO003753,M27B,2026-03-27 00:58:00,PM,62.7
WO003754,M13B,2026-07-09 20:34:00,PM,12.4
WO003755,M25A,2026-08-31 15:33:00,calibration,55.0
WO003756,M08B,2026-09-24 08:34:00,PM,40.8
WO003757,M20A,2026-02-01 16:31:00,corrective,97.0
WO003758,M24A,2026-07-13 05:59:00,corrective,51.7
WO003759,M19A,2026-10-19 02:24:00,corrective,213.8
WO003760,M23A,2026-01-04 16:34:00,PM,97.8
WO003761,M02B,2026-05-01 08:00:00,PM,8.6
WO003762,M17A,2026-03-22 09:01:00,corrective,51.8
WO003763,M05A,2026-04-10 03:35:00,corrective,37.1
WO003764,M04A,2026-08-27 18:05:00,corrective,14.2
WO003765,M25B,2026-08-22 20:34:00,PM,25.8
WO003766,M18A,2026-08-10 11:54:00,calibration,45.3
WO003767,M24B,2026-03-19 22:55:00,corrective,63.7
WO003768,M16A,2026-08-08 20:06:00,PM,113.2
WO003769,M21A,2026-05-15 06:49:00,corrective,10.7
WO003770,M16A,2026-10-19 06:47:00,inspection,83.5
WO003771,M13B,2026-05-01 02:54:00,PM,76.9
WO003772,M13A,2026-02-08 15:36:00,corrective,105.5
WO003773,M04A,2026-08-20 00:14:00,inspection,14.9
WO003774,M16B,2026-05-18 14:00:00,corrective,160.4
WO003775,M15B,2026-02-13 06:58:00,calibration,61.7
WO003776,M02A,2026-10-16 07:10:00,inspection,100.7
WO003777,M18A,2026-04-26 19:58:00,inspection,64.5
WO003778,M19A,2026-06-27 05:40:00,calibration,41.5
WO003779,M11A,2026-10-23 22:02:00,corrective,138.5
WO003780,M11A,2026-07-17 12:04:00,inspection,8.3
WO003781,M18A,2026-02-19 12:13:00,inspection,75.9
WO003782,M27A,2026-04-24 00:17:00,corrective,60.5
WO003783,M19B,2026-09-21 00:52:00,calibration,60.8
WO003784,M28B,2026-08-26 16:27:00,corrective,57.4
WO003785,M20B,2026-10-24 14:48:00,inspection,26.7
WO003786,M13B,2026-07-31 22:56:00,corrective,58.9
WO003787,M26A,2026-02-27 06:11:00,PM,50.7
WO003788,M12B,2026-08-31 07:44:00,PM,69.5
WO003789,M28B,2026-03-27 04:28:00,calibration,84.9
WO003790,M08B,2026-02-19 15:24:00,corrective,51.7
WO003791,M05B,2026-02-05 09:42:00,corrective,84.2
WO003792,M18A,2026-08-03 06:50:00,calibration,12.5
WO003793,M04B,2026-09-13 05:21:00,PM,87.5
WO003794,M08A,2026-04-11 15:49:00,PM,58.6
WO003795,M02A,2026-05-08 12:07:00,inspection,94.3
WO003796,M03B,2026-07-18 12:41:00,PM,19.8
WO003797,M19B,2026-04-16 21:34:00,PM,110.0
WO003798,M02A,2026-07-24 21:42:00,PM,77.9
WO003799,M18A,2026-05-20 00:05:00,PM,147.7
WO003800,M13A,2026-10-23 01:42:00,corrective,87.8
WO003801,M19A,2026-06-02 06:24:00,inspection,119.1
WO003802,M28B,2026-06-30 21:03:00,calibration,138.7
WO003803,M27B,2026-06-20 06:26:00,PM,43.8
WO003804,M16B,2026-01-16 08:58:00,PM,39.5
WO003805,M01B,2026-07-01 20:29:00,inspection,21.8
WO003806,M04A,2026-02-17 02:36:00,corrective,28.8
WO003807,M08B,2026-07-06 13:20:00,calibration,88.3
WO003808,M09A,2026-08-12 16:13:00,PM,21.4
WO003809,M13B,2026-02-21 11:27:00,PM,36.6
WO003810,M15A,2026-09-03 13:54:00,corrective,68.1
WO003811,M03A,2026-05-17 08:13:00,corrective,54.6
WO003812,M23A,2026-08-30 12:55:00,corrective,23.7
WO003813,M20A,2026-01-03 07:20:00,PM,104.2
WO003814,M27A,2026-05-31 05:25:00,inspection,97.6
WO003815,M10B,2026-02-19 23:57:00,PM,82.3
WO003816,M23B,2026-04-10 18:29:00,corrective,48.9
WO003817,M07A,2026-04-05 11:49:00,PM,74.1
WO003818,M20A,2026-06-30 05:42:00,PM,79.8
WO003819,M18B,2026-05-18 15:42:00,PM,64.0
WO003820,M18B,2026-03-02 01:08:00,PM,116.7
WO003821,M16A,2026-07-13 07:06:00,calibration,62.7
WO003822,M18A,2026-06-25 08:58:00,corrective,124.3
WO003823,M02B,2026-07-18 06:05:00,corrective,69.9
WO003824,M05A,2026-04-21 05:28:00,PM,40.0
WO003825,M17B,2026-03-29 10:24:00,PM,25.0
WO003826,M07A,2026-05-13 22:37:00,PM,60.0
WO003827,M09B,2026-06-19 02:14:00,inspection,36.6
WO003828,M23A,2026-06-16 09:01:00,PM,9.7
WO003829,M19B,2026-08-31 17:13:00,PM,73.2
WO003830,M26B,2026-09-08 14:38:00,PM,35.5
WO003831,M01A,2026-03-31 18:27:00,calibration,46.3
WO003832,M26B,2026-03-15 12:59:00,PM,42.0
WO003833,M20B,2026-04-30 10:46:00,corrective,108.9
WO003834,M15A,2026-09-29 00:14:00,PM,147.8
WO003835,M17B,2026-08-26 16:04:00,PM,72.2
WO003836,M14B,2026-04-18 18:23:00,inspection,141.4
WO003837,M15A,2026-08-12 10:47:00,calibration,78.4
WO003838,M03B,2026-04-25 22:18:00,PM,48.1
WO003839,M06A,2026-09-08 08:13:00,PM,22.3
WO003840,M02A,2026-06-16 14:52:00,inspection,34.0
WO003841,M14B,2026-04-12 08:01:00,calibration,79.9
WO003842,M23B,2026-08-15 15:57:00,inspection,95.8
WO003843,M28B,2026-10-01 23:31:00,inspection,41.4
WO003844,M05A,2026-04-22 01:03:00,corrective,49.0
WO003845,M24A,2026-07-16 02:52:00,PM,155.2
WO003846,M28A,2026-10-25 00:29:00,calibration,34.5
WO003847,M17A,2026-05-30 20:07:00,PM,114.0
WO003848,M15B,2026-01-15 11:10:00,corrective,22.5
WO003849,M21B,2026-06-29 12:33:00,PM,98.7
WO003850,M22A,2026-07-05 05:29:00,corrective,63.3
WO003851,M16A,2026-05-21 12:42:00,corrective,37.5
WO003852,M17B,2026-01-24 06:44:00,inspection,63.1
WO003853,M10A,2026-04-20 21:39:00,calibration,94.4
WO003854,M25A,2026-04-11 04:45:00,PM,16.5
WO003855,M10A,2026-01-11 22:33:00,inspection,26.4
WO003856,M17B,2026-07-01 01:25:00,PM,27.9
WO003857,M19B,2026-10-24 19:25:00,corrective,27.5
WO003858,M26A,2026-06-08 05:16:00,corrective,71.1
WO003859,M14B,2026-06-24 17:40:00,PM,50.4
WO003860,M18B,2026-05-18 19:17:00,PM,74.7
WO003861,M13A,2026-07-12 15:47:00,PM,160.2
WO003862,M10A,2026-06-28 23:00:00,PM,77.3
WO003863,M06B,2026-02-23 23:43:00,corrective,72.3
WO003864,M20B,2026-07-21 18:30:00,PM,54.6
WO003865,M23A,2026-04-28 16:51:00,PM,30.3
WO003866,M19A,2026-08-23 01:12:00,PM,63.0
WO003867,M12A,2026-06-14 20:05:00,PM,47.9
WO003868,M11B,2026-10-01 09:51:00,inspection,96.0
WO003869,M19B,2026-01-21 23:11:00,PM,25.6
WO003870,M26A,2026-10-25 05:26:00,inspection,57.3
WO003871,M16A,2026-06-24 23:22:00,calibration,70.2
WO003872,M23B,2026-02-21 17:50:00,inspection,29.4
WO003873,M09A,2026-06-30 10:25:00,PM,56.5
WO003874,M06A,2026-05-22 14:40:00,inspection,42.9
WO003875,M14A,2026-08-26 09:55:00,PM,23.8
WO003876,M22B,2026-08-17 04:07:00,inspection,59.7
WO003877,M08B,2026-07-11 20:36:00,PM,5.0
WO003878,M10A,2026-08-07 07:02:00,PM,51.8
WO003879,M11B,2026-08-19 22:58:00,calibration,40.9
WO003880,M12A,2026-07-04 04:43:00,PM,90.2
WO003881,M08A,2026-04-05 19:13:00,corrective,59.3
WO003882,M15B,2026-04-29 09:04:00,PM,204.0
WO003883,M18A,2026-04-15 06:35:00,calibration,83.6
WO003884,M07A,2026-06-07 12:00:00,calibration,32.5
WO003885,M23A,2026-08-15 09:55:00,inspection,42.8
WO003886,M11B,2026-10-22 09:41:00,corrective,30.5
WO003887,M23A,2026-06-01 03:35:00,PM,77.2
WO003888,M14A,2026-03-04 00:59:00,PM,23.5
WO003889,M26A,2026-07-25 16:31:00,corrective,156.9
WO003890,M22A,2026-01-04 11:56:00,inspection,43.3
WO003891,M22B,2026-01-18 01:42:00,PM,119.8
WO003892,M21B,2026-03-13 04:50:00,corrective,11.3
WO003893,M04B,2026-09-12 11:57:00,inspection,102.9
WO003894,M23B,2026-07-25 02:47:00,PM,71.5
WO003895,M23B,2026-07-28 00:39:00,PM,5.0
WO003896,M07B,2026-05-23 10:25:00,inspection,100.9
WO003897,M19B,2026-10-17 17:47:00,PM,42.2
WO003898,M21B,2026-08-21 10:38:00,corrective,133.8
WO003899,M02A,2026-01-01 13:17:00,inspection,50.8
WO003900,M11A,2026-07-23 04:59:00,PM,81.3
WO003901,M17A,2026-01-16 14:06:00,calibration,112.5
WO003902,M07B,2026-09-26 10:48:00,calibration,37.5
WO003903,M04B,2026-01-28 23:34:00,PM,53.7
WO003904,M22B,2026-03-20 18:43:00,inspection,61.1
WO003905,M23A,2026-07-07 10:10:00,calibration,52.3
WO003906,M14B,2026-06-12 03:13:00,corrective,11.5
WO003907,M16A,2026-03-22 21:57:00,PM,19.3
WO003908,M07B,2026-01-05 06:21:00,PM,110.2
WO003909,M16A,2026-02-17 11:23:00,inspection,35.9
WO003910,M09B,2026-01-13 21:13:00,corrective,66.5
WO003911,M08B,2026-02-24 02:33:00,inspection,19.0
WO003912,M09A,2026-01-03 14:07:00,PM,54.2
WO003913,M20B,2026-06-29 15:06:00,PM,15.3
WO003914,M05A,2026-06-06 06:41:00,PM,80.0
WO003915,M02A,2026-05-03 13:04:00,PM,6.0
WO003916,M20B,2026-10-22 09:26:00,corrective,94.9
WO003917,M22A,2026-01-13 05:40:00,PM,66.5
WO003918,M10A,2026-03-16 16:14:00,PM,99.9
WO003919,M11B,2026-09-14 07:48:00,inspection,77.2
WO003920,M18A,2026-09-09 16:41:00,calibration,16.6
WO003921,M19B,2026-07-16 22:33:00,PM,115.4
WO003922,M02A,2026-08-10 18:50:00,inspection,23.4
WO003923,M24B,2026-07-16 02:33:00,PM,17.9
WO003924,M11B,2026-05-29 03:21:00,inspection,32.5
WO003925,M20B,2026-07-23 07:35:00,PM,145.4
WO003926,M04B,2026-10-09 19:41:00,PM,156.3
WO003927,M16B,2026-06-08 21:21:00,corrective,84.0
WO003928,M27B,2026-03-06 12:06:00,calibration,82.0
WO003929,M18A,2026-07-14 19:23:00,PM,50.5
WO003930,M01A,2026-02-18 15:32:00,PM,46.4
WO003931,M18B,2026-02-14 21:04:00,PM,40.6
WO003932,M14B,2026-09-22 23:26:00,calibration,40.2
WO003933,M17A,2026-08-28 18:59:00,corrective,5.0
WO003934,M28A,2026-05-28 16:50:00,PM,59.5
WO003935,M11B,2026-06-22 16:21:00,corrective,64.7
WO003936,M17B,2026-03-11 20:43:00,PM,39.7
WO003937,M05A,2026-05-28 07:29:00,calibration,136.1
WO003938,M25B,2026-10-25 14:46:00,PM,58.8
WO003939,M26B,2026-03-21 08:46:00,inspection,121.6
WO003940,M20A,2026-02-15 02:05:00,inspection,24.3
WO003941,M13A,2026-08-20 04:42:00,inspection,57.8
WO003942,M12B,2026-01-21 17:43:00,calibration,91.1
WO003943,M13B,2026-02-11 20:01:00,calibration,128.5
WO003944,M25B,2026-06-12 03:20:00,inspection,99.5
WO003945,M25A,2026-07-06 09:32:00,PM,19.5
WO003946,M01A,2026-05-29 15:05:00,inspection,9.8
WO003947,M10A,2026-04-10 22:18:00,inspection,23.7
WO003948,M26B,2026-01-30 03:57:00,calibration,11.3
WO003949,M22A,2026-01-25 17:18:00,PM,30.9
WO003950,M10A,2026-06-26 20:05:00,inspection,67.9
WO003951,M25A,2026-07-17 10:57:00,PM,10.4
WO003952,M11A,2026-05-06 03:31:00,inspection,22.5
WO003953,M18A,2026-03-15 11:07:00,inspection,111.8
WO003954,M01B,2026-01-19 20:52:00,PM,14.8
WO003955,M19B,2026-05-28 12:40:00,PM,102.2
WO003956,M24A,2026-03-10 19:10:00,PM,60.1
WO003957,M09A,2026-06-19 12:03:00,calibration,50.2
WO003958,M12B,2026-09-26 00:32:00,corrective,48.0
WO003959,M13A,2026-07-19 13:21:00,corrective,66.2
WO003960,M26B,2026-09-06 20:55:00,PM,69.8
WO003961,M03A,2026-02-23 02:26:00,calibration,14.2
WO003962,M17B,2026-08-03 07:03:00,inspection,40.3
WO003963,M15A,2026-01-15 07:34:00,PM,33.4
WO003964,M07A,2026-06-12 16:24:00,calibration,17.2
WO003965,M05B,2026-07-11 23:59:00,PM,43.9
WO003966,M04B,2026-03-21 06:21:00,corrective,75.6
WO003967,M23B,2026-05-19 13:11:00,PM,145.6
WO003968,M20A,2026-04-08 05:23:00,calibration,31.7
WO003969,M18A,2026-04-03 18:30:00,calibration,41.0
WO003970,M14B,2026-09-30 18:51:00,corrective,115.6
WO003971,M08B,2026-03-28 22:33:00,PM,18.7
WO003972,M16B,2026-09-22 19:40:00,corrective,107.8
WO003973,M23B,2026-05-11 15:55:00,PM,81.5
WO003974,M18A,2026-01-11 15:50:00,inspection,106.8
WO003975,M27B,2026-04-05 23:07:00,inspection,31.3
WO003976,M19B,2026-05-29 17:40:00,PM,128.4
WO003977,M26A,2026-05-18 23:21:00,PM,62.5
WO003978,M03A,2026-03-08 16:47:00,PM,80.8
WO003979,M25B,2026-09-29 22:54:00,corrective,47.2
WO003980,M13B,2026-04-20 20:37:00,calibration,17.7
WO003981,M23B,2026-03-18 17:57:00,calibration,10.2
WO003982,M09B,2026-10-03 16:27:00,PM,23.7
WO003983,M23A,2026-03-24 01:15:00,PM,46.6
WO003984,M01B,2026-04-12 00:01:00,calibration,68.3
WO003985,M05A,2026-04-01 07:49:00,PM,48.6
WO003986,M09B,2026-05-05 04:15:00,calibration,67.8
WO003987,M07B,2026-03-02 18:56:00,PM,77.9
WO003988,M06B,2026-09-14 12:49:00,calibration,48.2
WO003989,M23A,2026-06-14 16:25:00,PM,42.2
WO003990,M14A,2026-05-05 08:02:00,corrective,72.3
WO003991,M10A,2026-08-03 06:21:00,PM,45.3
WO003992,M13A,2026-01-03 05:52:00,calibration,11.7
WO003993,M16A,2026-04-05 08:22:00,corrective,12.8
WO003994,M06B,2026-04-11 09:45:00,PM,72.6
WO003995,M01A,2026-09-13 19:50:00,PM,60.7
WO003996,M13A,2026-07-05 00:43:00,corrective,21.4
WO003997,M04A,2026-04-08 22:18:00,corrective,30.3
WO003998,M10A,2026-08-08 14:51:00,PM,78.1
WO003999,M03B,2026-09-08 15:41:00,PM,84.9
WO004000,M15A,2026-10-19 07:52:00,PM,235.9
WO004001,M09B,2026-02-27 15:19:00,PM,39.0
WO004002,M07B,2026-03-15 07:37:00,corrective,10.7
WO004003,M18B,2026-04-08 15:19:00,corrective,53.1
WO004004,M02B,2026-06-20 10:21:00,corrective,22.3
WO004005,M06B,2026-02-10 23:16:00,corrective,169.9
WO004006,M02B,2026-01-21 03:05:00,PM,57.1
WO004007,M27B,2026-05-07 09:41:00,PM,65.3
WO004008,M03A,2026-05-22 05:40:00,calibration,44.6
WO004009,M01A,2026-05-25 18:17:00,inspection,32.2
WO004010,M14A,2026-06-02 16:40:00,PM,50.9
WO004011,M25A,2026-06-03 10:52:00,PM,42.7
WO004012,M14B,2026-07-27 03:39:00,inspection,33.3
WO004013,M03B,2026-03-29 19:17:00,corrective,47.9
WO004014,M05A,2026-07-21 23:36:00,corrective,27.3
WO004015,M08A,2026-02-10 00:57:00,calibration,36.0
WO004016,M25B,2026-10-19 21:48:00,corrective,17.9
WO004017,M03A,2026-08-22 20:55:00,corrective,34.6
WO004018,M15B,2026-05-15 22:47:00,calibration,137.2
WO004019,M12B,2026-02-18 02:49:00,corrective,67.2
WO004020,M11A,2026-06-18 11:23:00,inspection,177.8
WO004021,M18B,2026-02-07 21:37:00,PM,124.4
WO004022,M01B,2026-07-01 14:35:00,PM,17.7
WO004023,M27B,2026-08-31 08:20:00,corrective,103.4
WO004024,M27A,2026-08-21 14:59:00,PM,34.0
WO004025,M12A,2026-09-09 08:34:00,corrective,50.2
WO004026,M08A,2026-06-30 21:07:00,calibration,40.2
WO004027,M03B,2026-01-03 10:58:00,inspection,47.2
WO004028,M27A,2026-09-13 12:25:00,inspection,65.7
WO004029,M24A,2026-07-24 18:25:00,PM,34.9
WO004030,M25B,2026-08-24 09:42:00,PM,67.1
WO004031,M10A,2026-08-26 18:11:00,PM,26.4
WO004032,M07B,2026-10-07 13:14:00,PM,40.7
WO004033,M21A,2026-02-24 19:50:00,calibration,72.6
WO004034,M12A,2026-01-06 22:08:00,inspection,16.0
WO004035,M08A,2026-03-14 23:23:00,corrective,26.0
WO004036,M14A,2026-02-11 21:25:00,calibration,59.7
WO004037,M16A,2026-10-09 18:12:00,calibration,70.1
WO004038,M24A,2026-02-23 04:01:00,calibration,157.0
WO004039,M07A,2026-09-24 09:02:00,inspection,7.8
WO004040,M24B,2026-04-16 05:59:00,corrective,51.1
WO004041,M06A,2026-05-11 14:53:00,PM,111.5
WO004042,M13B,2026-03-29 00:12:00,inspection,66.6
WO004043,M28B,2026-10-08 20:55:00,calibration,75.4
WO004044,M26A,2026-05-01 10:24:00,calibration,31.6
WO004045,M18A,2026-03-10 20:05:00,PM,26.8
WO004046,M11B,2026-01-07 09:56:00,PM,93.6
WO004047,M23B,2026-07-22 08:30:00,calibration,24.6
WO004048,M05A,2026-01-22 16:07:00,PM,151.4
WO004049,M28A,2026-05-27 23:43:00,inspection,45.4
WO004050,M11A,2026-09-12 23:30:00,corrective,57.6
WO004051,M09A,2026-03-04 12:13:00,calibration,60.5
WO004052,M16A,2026-10-08 18:36:00,PM,26.7
WO004053,M27A,2026-08-09 11:09:00,corrective,104.1
WO004054,M22A,2026-03-09 04:00:00,PM,43.9
WO004055,M17B,2026-09-11 15:53:00,PM,22.4
WO004056,M13B,2026-05-06 13:01:00,PM,17.0
WO004057,M08B,2026-05-17 15:53:00,inspection,32.0
WO004058,M21B,2026-06-19 16:41:00,inspection,14.8
WO004059,M08B,2026-05-21 19:09:00,PM,77.0
WO004060,M12B,2026-09-27 02:31:00,PM,31.9
WO004061,M01A,2026-03-10 15:03:00,corrective,14.9
WO004062,M06B,2026-03-28 09:35:00,corrective,90.3
WO004063,M03B,2026-01-20 20:23:00,PM,42.7
WO004064,M15B,2026-04-17 09:05:00,corrective,65.0
WO004065,M12B,2026-07-12 11:41:00,PM,85.5
WO004066,M23B,2026-05-19 14:49:00,PM,37.2
WO004067,M26B,2026-10-14 20:19:00,PM,43.7
WO004068,M12B,2026-06-20 14:44:00,corrective,33.9
WO004069,M12A,2026-10-16 19:56:00,corrective,69.4
WO004070,M26A,2026-05-09 14:57:00,inspection,66.4
WO004071,M26A,2026-10-08 00:18:00,PM,98.4
WO004072,M14B,2026-04-13 10:54:00,PM,5.0
WO004073,M06B,2026-03-06 18:18:00,PM,39.2
WO004074,M26A,2026-05-26 21:11:00,corrective,121.4
WO004075,M06B,2026-06-25 15:04:00,inspection,56.4
WO004076,M10B,2026-02-14 12:43:00,PM,38.8
WO004077,M26B,2026-01-26 21:58:00,corrective,56.1
WO004078,M02B,2026-07-21 08:12:00,corrective,8.2
WO004079,M20B,2026-07-20 06:07:00,PM,112.2
WO004080,M04B,2026-09-15 13:40:00,corrective,99.9
WO004081,M18B,2026-09-15 17:43:00,corrective,43.5
WO004082,M03A,2026-02-21 12:54:00,PM,64.4
WO004083,M10B,2026-03-19 01:46:00,calibration,87.5
WO004084,M19B,2026-10-20 02:58:00,PM,38.3
WO004085,M04B,2026-08-14 17:32:00,PM,46.2
WO004086,M17A,2026-09-03 20:53:00,PM,91.4
WO004087,M07B,2026-01-16 18:05:00,PM,28.9
WO004088,M28A,2026-03-12 11:41:00,inspection,98.4
WO004089,M28A,2026-05-05 08:40:00,inspection,35.5
WO004090,M03B,2026-10-14 21:37:00,PM,41.7
WO004091,M03B,2026-03-10 00:13:00,PM,86.5
WO004092,M03A,2026-05-13 08:13:00,corrective,40.4
WO004093,M21B,2026-04-18 17:53:00,PM,86.4
WO004094,M22A,2026-05-30 08:22:00,PM,36.5
WO004095,M08B,2026-10-11 07:18:00,PM,163.2
WO004096,M12B,2026-07-11 22:18:00,PM,115.7
WO004097,M17A,2026-01-22 01:53:00,corrective,79.6
WO004098,M05A,2026-10-14 04:57:00,PM,32.0
WO004099,M22A,2026-04-26 08:31:00,PM,142.4
WO004100,M07A,2026-08-19 13:48:00,corrective,75.9
WO004101,M10B,2026-03-30 12:45:00,corrective,74.1
WO004102,M02A,2026-01-11 05:19:00,inspection,52.3
WO004103,M02B,2026-06-22 23:15:00,PM,75.5
WO004104,M11A,2026-10-08 12:17:00,PM,39.6
WO004105,M18A,2026-07-29 20:03:00,PM,61.0
WO004106,M12A,2026-02-16 06:42:00,corrective,87.2
WO004107,M23B,2026-01-22 02:48:00,PM,71.5
WO004108,M21B,2026-02-24 08:00:00,inspection,76.6
WO004109,M11A,2026-08-16 23:06:00,inspection,7.6
WO004110,M09A,2026-06-11 12:39:00,calibration,64.0
WO004111,M19A,2026-02-25 16:24:00,PM,106.6
WO004112,M22A,2026-04-14 19:13:00,corrective,18.2
WO004113,M17A,2026-01-21 22:14:00,inspection,7.8
WO004114,M23A,2026-10-20 13:06:00,inspection,47.0
WO004115,M04B,2026-07-14 09:02:00,corrective,47.6
WO004116,M13B,2026-07-10 17:50:00,PM,56.0
WO004117,M05A,2026-10-09 16:39:00,inspection,33.2
WO004118,M01A,2026-06-23 15:28:00,inspection,51.2
WO004119,M27A,2026-08-19 10:41:00,PM,32.6
WO004120,M22A,2026-02-04 10:28:00,PM,86.1
WO004121,M26A,2026-06-24 23:17:00,PM,80.2
WO004122,M01A,2026-04-14 19:19:00,inspection,29.1
WO004123,M09B,2026-09-01 10:03:00,PM,55.1
WO004124,M03B,2026-04-27 02:19:00,PM,49.7
WO004125,M21B,2026-07-15 08:35:00,PM,69.4
WO004126,M09B,2026-04-29 02:30:00,PM,46.3
WO004127,M14A,2026-06-15 23:22:00,calibration,51.0
WO004128,M09B,2026-09-12 19:22:00,PM,25.6
WO004129,M13A,2026-05-16 09:38:00,PM,40.5
WO004130,M26B,2026-06-29 06:03:00,inspection,22.7
WO004131,M07A,2026-01-12 23:25:00,corrective,41.1
WO004132,M19A,2026-06-12 16:13:00,PM,31.3
WO004133,M26B,2026-06-02 00:23:00,PM,57.7
WO004134,M09B,2026-09-09 09:26:00,PM,88.8
WO004135,M13A,2026-09-11 02:40:00,corrective,42.3
WO004136,M11A,2026-08-10 23:34:00,corrective,9.4
WO004137,M03B,2026-02-20 01:39:00,corrective,85.6
WO004138,M03A,2026-10-20 21:17:00,PM,33.7
WO004139,M22B,2026-05-28 04:00:00,inspection,55.4
WO004140,M01B,2026-06-12 17:15:00,corrective,68.0
WO004141,M07A,2026-04-14 08:31:00,PM,30.5
WO004142,M10A,2026-05-29 09:29:00,PM,49.5
WO004143,M27B,2026-04-13 15:38:00,inspection,40.7
WO004144,M01A,2026-08-10 13:52:00,corrective,37.2
WO004145,M08B,2026-08-03 03:15:00,corrective,40.8
WO004146,M23B,2026-03-18 21:37:00,corrective,14.3
WO004147,M10A,2026-05-15 23:09:00,corrective,84.7
WO004148,M11A,2026-10-02 11:57:00,PM,148.4
WO004149,M02B,2026-02-21 10:14:00,PM,57.5
WO004150,M19B,2026-05-27 20:48:00,PM,41.1
WO004151,M06B,2026-01-11 00:11:00,PM,29.9
WO004152,M22B,2026-05-10 01:40:00,PM,89.4
WO004153,M10A,2026-09-27 01:08:00,inspection,52.8
WO004154,M04A,2026-08-06 12:06:00,corrective,93.2
